"date","currency","rate"
"2018-06-29",608,"7.8482"
"2018-06-30",600,"1"
"2018-06-30",601,"0.8578"
"2018-06-30",602,"62.7536"
"2018-06-30",604,"0.9924"
"2018-06-30",605,"110.6879"
"2018-06-30",606,"0.76"
"2018-06-30",608,"7.8459"
"2018-07-01",600,"1"
"2018-07-01",601,"0.8578"
"2018-07-01",602,"62.7536"
"2018-07-01",604,"0.9924"
"2018-07-01",605,"110.6879"
"2018-07-01",606,"0.76"
"2018-07-01",608,"7.8459"
"2018-07-02",600,"1"
"2018-07-02",601,"0.8578"
"2018-07-02",602,"62.7536"
"2018-07-02",604,"0.9924"
"2018-07-02",605,"110.6879"
"2018-07-02",606,"0.76"
"2018-07-02",608,"7.8459"
"2018-07-03",600,"1"
"2018-07-03",601,"0.8592"
"2018-07-03",602,"63.1232"
"2018-07-03",604,"0.9935"
"2018-07-03",605,"110.714"
"2018-07-03",606,"0.7617"
"2018-07-03",608,"7.8465"
"2018-07-04",600,"1"
"2018-07-04",601,"0.8573"
"2018-07-04",602,"63.1348"
"2018-07-04",604,"0.9921"
"2018-07-04",605,"110.6644"
"2018-07-04",606,"0.7574"
"2018-07-04",608,"7.8445"
"2018-07-05",600,"1"
"2018-07-05",601,"0.859"
"2018-07-05",602,"63.2749"
"2018-07-05",604,"0.9927"
"2018-07-05",605,"110.4965"
"2018-07-05",606,"0.7568"
"2018-07-05",608,"7.8429"
"2018-07-06",600,"1"
"2018-07-06",601,"0.854"
"2018-07-06",602,"63.0102"
"2018-07-06",604,"0.9918"
"2018-07-06",605,"110.6243"
"2018-07-06",606,"0.7542"
"2018-07-06",608,"7.8476"
"2018-07-07",600,"1"
"2018-07-07",601,"0.853"
"2018-07-07",602,"63.1615"
"2018-07-07",604,"0.9923"
"2018-07-07",605,"110.5851"
"2018-07-07",606,"0.7557"
"2018-07-07",608,"7.8483"
"2018-07-08",600,"1"
"2018-07-08",601,"0.853"
"2018-07-08",602,"63.1615"
"2018-07-08",604,"0.9923"
"2018-07-08",605,"110.5851"
"2018-07-08",606,"0.7557"
"2018-07-08",608,"7.8483"
"2018-07-09",600,"1"
"2018-07-09",601,"0.853"
"2018-07-09",602,"63.1615"
"2018-07-09",604,"0.9923"
"2018-07-09",605,"110.5851"
"2018-07-09",606,"0.7557"
"2018-07-09",608,"7.8483"
"2018-07-10",600,"1"
"2018-07-10",601,"0.8482"
"2018-07-10",602,"62.6772"
"2018-07-10",604,"0.9879"
"2018-07-10",605,"110.4504"
"2018-07-10",606,"0.7494"
"2018-07-10",608,"7.8485"
"2018-07-11",600,"1"
"2018-07-11",601,"0.8538"
"2018-07-11",602,"62.5463"
"2018-07-11",604,"0.9945"
"2018-07-11",605,"111.2439"
"2018-07-11",606,"0.7542"
"2018-07-11",608,"7.8482"
"2018-07-12",600,"1"
"2018-07-12",601,"0.8522"
"2018-07-12",602,"61.9946"
"2018-07-12",604,"0.993"
"2018-07-12",605,"111.2314"
"2018-07-12",606,"0.754"
"2018-07-12",608,"7.8493"
"2018-07-13",600,"1"
"2018-07-13",601,"0.8578"
"2018-07-13",602,"62.1178"
"2018-07-13",604,"0.9986"
"2018-07-13",605,"112.4807"
"2018-07-13",606,"0.7571"
"2018-07-13",608,"7.8482"
"2018-07-14",600,"1"
"2018-07-14",601,"0.8589"
"2018-07-14",602,"62.2558"
"2018-07-14",604,"1.0052"
"2018-07-14",605,"112.5483"
"2018-07-14",606,"0.76"
"2018-07-14",608,"7.8491"
"2018-07-15",600,"1"
"2018-07-15",601,"0.8589"
"2018-07-15",602,"62.2558"
"2018-07-15",604,"1.0052"
"2018-07-15",605,"112.5483"
"2018-07-15",606,"0.76"
"2018-07-15",608,"7.8491"
"2018-07-16",600,"1"
"2018-07-16",601,"0.8589"
"2018-07-16",602,"62.2558"
"2018-07-16",604,"1.0052"
"2018-07-16",605,"112.5483"
"2018-07-16",606,"0.76"
"2018-07-16",608,"7.8491"
"2018-07-17",600,"1"
"2018-07-17",601,"0.8532"
"2018-07-17",602,"62.2201"
"2018-07-17",604,"0.998"
"2018-07-17",605,"112.3294"
"2018-07-17",606,"0.7532"
"2018-07-17",608,"7.8489"
"2018-07-18",600,"1"
"2018-07-18",601,"0.8542"
"2018-07-18",602,"62.509"
"2018-07-18",604,"0.995"
"2018-07-18",605,"112.5908"
"2018-07-18",606,"0.7579"
"2018-07-18",608,"7.849"
"2018-07-19",600,"1"
"2018-07-19",601,"0.8613"
"2018-07-19",602,"63.1356"
"2018-07-19",604,"1"
"2018-07-19",605,"112.7551"
"2018-07-19",606,"0.7675"
"2018-07-19",608,"7.8495"
"2018-07-20",600,"1"
"2018-07-20",601,"0.863"
"2018-07-20",602,"63.4782"
"2018-07-20",604,"1.0029"
"2018-07-20",605,"113.0307"
"2018-07-20",606,"0.7706"
"2018-07-20",608,"7.8498"
"2018-07-21",600,"1"
"2018-07-21",601,"0.8569"
"2018-07-21",602,"63.456"
"2018-07-21",604,"0.9968"
"2018-07-21",605,"112.2022"
"2018-07-21",606,"0.7665"
"2018-07-21",608,"7.8489"
"2018-07-22",600,"1"
"2018-07-22",601,"0.8569"
"2018-07-22",602,"63.456"
"2018-07-22",604,"0.9968"
"2018-07-22",605,"112.2022"
"2018-07-22",606,"0.7665"
"2018-07-22",608,"7.8489"
"2018-07-23",600,"1"
"2018-07-23",601,"0.8569"
"2018-07-23",602,"63.456"
"2018-07-23",604,"0.9968"
"2018-07-23",605,"112.2022"
"2018-07-23",606,"0.7665"
"2018-07-23",608,"7.8489"
"2018-07-24",600,"1"
"2018-07-24",601,"0.8535"
"2018-07-24",602,"63.0929"
"2018-07-24",604,"0.9913"
"2018-07-24",605,"111.113"
"2018-07-24",606,"0.7611"
"2018-07-24",608,"7.8481"
"2018-07-25",600,"1"
"2018-07-25",601,"0.8543"
"2018-07-25",602,"62.7408"
"2018-07-25",604,"0.9932"
"2018-07-25",605,"111.1054"
"2018-07-25",606,"0.7618"
"2018-07-25",608,"7.8461"
"2018-07-26",600,"1"
"2018-07-26",601,"0.8554"
"2018-07-26",602,"62.9438"
"2018-07-26",604,"0.9921"
"2018-07-26",605,"111.0351"
"2018-07-26",606,"0.7601"
"2018-07-26",608,"7.8455"
"2018-07-27",600,"1"
"2018-07-27",601,"0.8535"
"2018-07-27",602,"63.0386"
"2018-07-27",604,"0.9915"
"2018-07-27",605,"110.8826"
"2018-07-27",606,"0.7584"
"2018-07-27",608,"7.8482"
"2018-07-28",600,"1"
"2018-07-28",601,"0.8602"
"2018-07-28",602,"63.011"
"2018-07-28",604,"0.9976"
"2018-07-28",605,"111.1828"
"2018-07-28",606,"0.7641"
"2018-07-28",608,"7.8487"
"2018-07-29",600,"1"
"2018-07-29",601,"0.8602"
"2018-07-29",602,"63.011"
"2018-07-29",604,"0.9976"
"2018-07-29",605,"111.1828"
"2018-07-29",606,"0.7641"
"2018-07-29",608,"7.8487"
"2018-07-30",600,"1"
"2018-07-30",601,"0.8602"
"2018-07-30",602,"63.011"
"2018-07-30",604,"0.9976"
"2018-07-30",605,"111.1828"
"2018-07-30",606,"0.7641"
"2018-07-30",608,"7.8487"
"2018-07-31",600,"1"
"2018-07-31",601,"0.8559"
"2018-07-31",602,"62.4608"
"2018-07-31",604,"0.9926"
"2018-07-31",605,"111.0835"
"2018-07-31",606,"0.7623"
"2018-07-31",608,"7.848"
"2018-08-01",600,"1"
"2018-08-01",601,"0.8521"
"2018-08-01",602,"62.3805"
"2018-08-01",604,"0.9877"
"2018-08-01",605,"111.486"
"2018-08-01",606,"0.7602"
"2018-08-01",608,"7.8488"
"2018-08-02",600,"1"
"2018-08-02",601,"0.855"
"2018-08-02",602,"62.814"
"2018-08-02",604,"0.9909"
"2018-08-02",605,"111.8417"
"2018-08-02",606,"0.7613"
"2018-08-02",608,"7.8494"
"2018-08-03",600,"1"
"2018-08-03",601,"0.8608"
"2018-08-03",602,"63.2538"
"2018-08-03",604,"0.9942"
"2018-08-03",605,"111.4143"
"2018-08-03",606,"0.7674"
"2018-08-03",608,"7.8493"
"2018-08-04",600,"1"
"2018-08-04",601,"0.863"
"2018-08-04",602,"63.2938"
"2018-08-04",604,"0.9948"
"2018-08-04",605,"111.5809"
"2018-08-04",606,"0.7685"
"2018-08-04",608,"7.8491"
"2018-08-05",600,"1"
"2018-08-05",601,"0.863"
"2018-08-05",602,"63.2938"
"2018-08-05",604,"0.9948"
"2018-08-05",605,"111.5809"
"2018-08-05",606,"0.7685"
"2018-08-05",608,"7.8491"
"2018-08-06",600,"1"
"2018-08-06",601,"0.863"
"2018-08-06",602,"63.2938"
"2018-08-06",604,"0.9948"
"2018-08-06",605,"111.5809"
"2018-08-06",606,"0.7685"
"2018-08-06",608,"7.8491"
"2018-08-07",600,"1"
"2018-08-07",601,"0.8663"
"2018-08-07",602,"63.6456"
"2018-08-07",604,"0.9974"
"2018-08-07",605,"111.4788"
"2018-08-07",606,"0.7735"
"2018-08-07",608,"7.8493"
"2018-08-08",600,"1"
"2018-08-08",601,"0.8619"
"2018-08-08",602,"63.4233"
"2018-08-08",604,"0.9938"
"2018-08-08",605,"111.0843"
"2018-08-08",606,"0.7713"
"2018-08-08",608,"7.8491"
"2018-08-09",600,"1"
"2018-08-09",601,"0.8629"
"2018-08-09",602,"64.7699"
"2018-08-09",604,"0.9961"
"2018-08-09",605,"111.0708"
"2018-08-09",606,"0.7773"
"2018-08-09",608,"7.8498"
"2018-08-10",600,"1"
"2018-08-10",601,"0.8626"
"2018-08-10",602,"66.0016"
"2018-08-10",604,"0.993"
"2018-08-10",605,"111.136"
"2018-08-10",606,"0.7758"
"2018-08-10",608,"7.8498"
"2018-08-11",600,"1"
"2018-08-11",601,"0.8729"
"2018-08-11",602,"67.0476"
"2018-08-11",604,"0.9943"
"2018-08-11",605,"110.92"
"2018-08-11",606,"0.7828"
"2018-08-11",608,"7.8499"
"2018-08-12",600,"1"
"2018-08-12",601,"0.8729"
"2018-08-12",602,"67.0476"
"2018-08-12",604,"0.9943"
"2018-08-12",605,"110.92"
"2018-08-12",606,"0.7828"
"2018-08-12",608,"7.8499"
"2018-08-13",600,"1"
"2018-08-13",601,"0.8729"
"2018-08-13",602,"67.0476"
"2018-08-13",604,"0.9943"
"2018-08-13",605,"110.92"
"2018-08-13",606,"0.7828"
"2018-08-13",608,"7.8499"
"2018-08-14",600,"1"
"2018-08-14",601,"0.877"
"2018-08-14",602,"67.9483"
"2018-08-14",604,"0.9943"
"2018-08-14",605,"110.5937"
"2018-08-14",606,"0.7834"
"2018-08-14",608,"7.8498"
"2018-08-15",600,"1"
"2018-08-15",601,"0.8767"
"2018-08-15",602,"66.5027"
"2018-08-15",604,"0.9905"
"2018-08-15",605,"110.8364"
"2018-08-15",606,"0.7829"
"2018-08-15",608,"7.85"
"2018-08-16",600,"1"
"2018-08-16",601,"0.8833"
"2018-08-16",602,"67.1208"
"2018-08-16",604,"0.9972"
"2018-08-16",605,"111.0061"
"2018-08-16",606,"0.7873"
"2018-08-16",608,"7.8499"
"2018-08-17",600,"1"
"2018-08-17",601,"0.8795"
"2018-08-17",602,"67.0669"
"2018-08-17",604,"0.9938"
"2018-08-17",605,"110.8355"
"2018-08-17",606,"0.7871"
"2018-08-17",608,"7.8496"
"2018-08-20",600,"1"
"2018-08-20",601,"0.8779"
"2018-08-20",602,"67.4362"
"2018-08-20",604,"0.9953"
"2018-08-20",605,"110.3942"
"2018-08-20",606,"0.7864"
"2018-08-20",608,"7.8494"
"2018-08-21",600,"1"
"2018-08-21",601,"0.8757"
"2018-08-21",602,"67.1835"
"2018-08-21",604,"0.9953"
"2018-08-21",605,"110.5517"
"2018-08-21",606,"0.7835"
"2018-08-21",608,"7.8498"
"2018-08-22",600,"1"
"2018-08-22",601,"0.8694"
"2018-08-22",602,"67.5466"
"2018-08-22",604,"0.9887"
"2018-08-22",605,"110.4243"
"2018-08-22",606,"0.7802"
"2018-08-22",608,"7.8499"
"2018-08-23",600,"1"
"2018-08-23",601,"0.8609"
"2018-08-23",602,"67.95"
"2018-08-23",604,"0.9815"
"2018-08-23",605,"110.2617"
"2018-08-23",606,"0.7742"
"2018-08-23",608,"7.8499"
"2018-08-24",600,"1"
"2018-08-24",601,"0.8636"
"2018-08-24",602,"67.8704"
"2018-08-24",604,"0.9831"
"2018-08-24",605,"110.8127"
"2018-08-24",606,"0.7762"
"2018-08-24",608,"7.85"
"2018-08-27",600,"1"
"2018-08-27",601,"0.863"
"2018-08-27",602,"67.5173"
"2018-08-27",604,"0.9836"
"2018-08-27",605,"111.2962"
"2018-08-27",606,"0.7784"
"2018-08-27",608,"7.8499"
"2018-08-28",600,"1"
"2018-08-28",601,"0.8596"
"2018-08-28",602,"67.2909"
"2018-08-28",604,"0.9824"
"2018-08-28",605,"111.029"
"2018-08-28",606,"0.7768"
"2018-08-28",608,"7.8499"
"2018-08-29",600,"1"
"2018-08-29",601,"0.854"
"2018-08-29",602,"67.5258"
"2018-08-29",604,"0.9758"
"2018-08-29",605,"111.0418"
"2018-08-29",606,"0.7744"
"2018-08-29",608,"7.8499"
"2018-08-30",600,"1"
"2018-08-30",601,"0.8576"
"2018-08-30",602,"68.1025"
"2018-08-30",604,"0.9764"
"2018-08-30",605,"111.2607"
"2018-08-30",606,"0.7762"
"2018-08-30",608,"7.8494"
"2018-08-31",600,"1"
"2018-08-31",601,"0.8553"
"2018-08-31",602,"67.7563"
"2018-08-31",604,"0.9698"
"2018-08-31",605,"111.4608"
"2018-08-31",606,"0.7677"
"2018-08-31",608,"7.8492"
"2018-09-01",600,"1"
"2018-09-01",601,"0.8583"
"2018-09-01",602,"67.8883"
"2018-09-01",604,"0.9682"
"2018-09-01",605,"110.763"
"2018-09-01",606,"0.7702"
"2018-09-01",608,"7.8494"
"2018-09-03",600,"1"
"2018-09-03",601,"0.8583"
"2018-09-03",602,"67.8883"
"2018-09-03",604,"0.9682"
"2018-09-03",605,"110.763"
"2018-09-03",606,"0.7702"
"2018-09-03",608,"7.8494"
"2018-09-04",600,"1"
"2018-09-04",601,"0.8614"
"2018-09-04",602,"68.1221"
"2018-09-04",604,"0.9706"
"2018-09-04",605,"111.1465"
"2018-09-04",606,"0.7766"
"2018-09-04",608,"7.8499"
"2018-09-05",600,"1"
"2018-09-05",601,"0.8649"
"2018-09-05",602,"68.3523"
"2018-09-05",604,"0.974"
"2018-09-05",605,"111.2264"
"2018-09-05",606,"0.7789"
"2018-09-05",608,"7.8497"
"2018-09-06",600,"1"
"2018-09-06",601,"0.8634"
"2018-09-06",602,"68.4049"
"2018-09-06",604,"0.9746"
"2018-09-06",605,"111.5265"
"2018-09-06",606,"0.7799"
"2018-09-06",608,"7.8495"
"2018-09-12",600,"1"
"2018-09-12",601,"0.864"
"2018-09-12",602,"70.1994"
"2018-09-12",604,"0.9743"
"2018-09-12",605,"111.3012"
"2018-09-12",606,"0.7696"
"2018-09-12",608,"7.8495"
"2018-09-13",600,"1"
"2018-09-13",601,"0.8632"
"2018-09-13",602,"69.1937"
"2018-09-13",604,"0.9734"
"2018-09-13",605,"111.4631"
"2018-09-13",606,"0.7685"
"2018-09-13",608,"7.8493"
"2018-09-14",600,"1"
"2018-09-14",601,"0.8632"
"2018-09-14",602,"68.3582"
"2018-09-14",604,"0.9694"
"2018-09-14",605,"111.6007"
"2018-09-14",606,"0.7659"
"2018-09-14",608,"7.8489"
"2018-09-15",600,"1"
"2018-09-15",601,"0.8555"
"2018-09-15",602,"67.7574"
"2018-09-15",604,"0.9645"
"2018-09-15",605,"111.8573"
"2018-09-15",606,"0.7634"
"2018-09-15",608,"7.8471"
"2018-09-16",600,"1"
"2018-09-16",601,"0.8555"
"2018-09-16",602,"67.7574"
"2018-09-16",604,"0.9645"
"2018-09-16",605,"111.8573"
"2018-09-16",606,"0.7634"
"2018-09-16",608,"7.8471"
"2018-09-17",600,"1"
"2018-09-17",601,"0.8555"
"2018-09-17",602,"67.7574"
"2018-09-17",604,"0.9645"
"2018-09-17",605,"111.8573"
"2018-09-17",606,"0.7634"
"2018-09-17",608,"7.8471"
"2018-09-18",600,"1"
"2018-09-18",601,"0.8568"
"2018-09-18",602,"68.0416"
"2018-09-18",604,"0.9627"
"2018-09-18",605,"112.0641"
"2018-09-18",606,"0.7615"
"2018-09-18",608,"7.8467"
"2018-09-19",600,"1"
"2018-09-19",601,"0.8549"
"2018-09-19",602,"67.6805"
"2018-09-19",604,"0.9614"
"2018-09-19",605,"112.1741"
"2018-09-19",606,"0.7606"
"2018-09-19",608,"7.8443"
"2018-09-20",600,"1"
"2018-09-20",601,"0.8571"
"2018-09-20",602,"66.9142"
"2018-09-20",604,"0.9689"
"2018-09-20",605,"112.2311"
"2018-09-20",606,"0.7612"
"2018-09-20",608,"7.8439"
"2018-09-21",600,"1"
"2018-09-21",601,"0.8497"
"2018-09-21",602,"66.3327"
"2018-09-21",604,"0.9612"
"2018-09-21",605,"112.1421"
"2018-09-21",606,"0.7527"
"2018-09-21",608,"7.8437"
"2018-09-22",600,"1"
"2018-09-22",601,"0.8504"
"2018-09-22",602,"66.7666"
"2018-09-22",604,"0.9548"
"2018-09-22",605,"112.6286"
"2018-09-22",606,"0.7603"
"2018-09-22",608,"7.8102"
"2018-09-23",600,"1"
"2018-09-23",601,"0.8504"
"2018-09-23",602,"66.7666"
"2018-09-23",604,"0.9548"
"2018-09-23",605,"112.6286"
"2018-09-23",606,"0.7603"
"2018-09-23",608,"7.8102"
"2018-09-24",600,"1"
"2018-09-24",601,"0.8504"
"2018-09-24",602,"66.7666"
"2018-09-24",604,"0.9548"
"2018-09-24",605,"112.6286"
"2018-09-24",606,"0.7603"
"2018-09-24",608,"7.8102"
"2018-09-25",600,"1"
"2018-09-25",601,"0.8504"
"2018-09-25",602,"65.8925"
"2018-09-25",604,"0.959"
"2018-09-25",605,"112.5966"
"2018-09-25",606,"0.7599"
"2018-09-25",608,"7.8095"
"2018-09-26",600,"1"
"2018-09-26",601,"0.8504"
"2018-09-26",602,"65.6876"
"2018-09-26",604,"0.966"
"2018-09-26",605,"112.7452"
"2018-09-26",606,"0.7593"
"2018-09-26",608,"7.8096"
"2018-09-27",600,"1"
"2018-09-27",601,"0.852"
"2018-09-27",602,"65.9517"
"2018-09-27",604,"0.9686"
"2018-09-27",605,"112.9846"
"2018-09-27",606,"0.759"
"2018-09-27",608,"7.8109"
"2018-09-28",600,"1"
"2018-09-28",601,"0.8542"
"2018-09-28",602,"65.6881"
"2018-09-28",604,"0.9713"
"2018-09-28",605,"112.8812"
"2018-09-28",606,"0.76"
"2018-09-28",608,"7.814"
"2018-09-29",600,"1"
"2018-09-29",601,"0.8639"
"2018-09-29",602,"65.7759"
"2018-09-29",604,"0.9775"
"2018-09-29",605,"113.3639"
"2018-09-29",606,"0.7665"
"2018-09-29",608,"7.8247"
"2018-09-30",600,"1"
"2018-09-30",601,"0.8639"
"2018-09-30",602,"65.7759"
"2018-09-30",604,"0.9775"
"2018-09-30",605,"113.3639"
"2018-09-30",606,"0.7665"
"2018-09-30",608,"7.8247"
"2018-10-01",600,"1"
"2018-10-01",601,"0.8639"
"2018-10-01",602,"65.7759"
"2018-10-01",604,"0.9775"
"2018-10-01",605,"113.3639"
"2018-10-01",606,"0.7665"
"2018-10-01",608,"7.8247"
"2018-10-02",600,"1"
"2018-10-02",601,"0.8616"
"2018-10-02",602,"65.5893"
"2018-10-02",604,"0.9835"
"2018-10-02",605,"113.9497"
"2018-10-02",606,"0.7675"
"2018-10-02",608,"7.8277"
"2018-10-03",600,"1"
"2018-10-03",601,"0.8663"
"2018-10-03",602,"65.3675"
"2018-10-03",604,"0.9836"
"2018-10-03",605,"113.8872"
"2018-10-03",606,"0.7714"
"2018-10-03",608,"7.8352"
"2018-10-04",600,"1"
"2018-10-04",601,"0.866"
"2018-10-04",602,"65.6228"
"2018-10-04",604,"0.9882"
"2018-10-04",605,"113.8466"
"2018-10-04",606,"0.7698"
"2018-10-04",608,"7.8367"
"2018-10-05",600,"1"
"2018-10-05",601,"0.8694"
"2018-10-05",602,"66.6398"
"2018-10-05",604,"0.9919"
"2018-10-05",605,"114.1628"
"2018-10-05",606,"0.7701"
"2018-10-05",608,"7.8346"
"2018-10-06",600,"1"
"2018-10-06",601,"0.8691"
"2018-10-06",602,"66.6353"
"2018-10-06",604,"0.9937"
"2018-10-06",605,"113.8797"
"2018-10-06",606,"0.7663"
"2018-10-06",608,"7.8339"
"2018-10-07",600,"1"
"2018-10-07",601,"0.8691"
"2018-10-07",602,"66.6353"
"2018-10-07",604,"0.9937"
"2018-10-07",605,"113.8797"
"2018-10-07",606,"0.7663"
"2018-10-07",608,"7.8339"
"2018-10-08",600,"1"
"2018-10-08",601,"0.8691"
"2018-10-08",602,"66.6353"
"2018-10-08",604,"0.9937"
"2018-10-08",605,"113.8797"
"2018-10-08",606,"0.7663"
"2018-10-08",608,"7.8339"
"2018-10-09",600,"1"
"2018-10-09",601,"0.8712"
"2018-10-09",602,"66.83"
"2018-10-09",604,"0.9929"
"2018-10-09",605,"113.356"
"2018-10-09",606,"0.7668"
"2018-10-09",608,"7.8301"
"2018-10-10",600,"1"
"2018-10-10",601,"0.8745"
"2018-10-10",602,"66.7805"
"2018-10-10",604,"0.9953"
"2018-10-10",605,"113.2051"
"2018-10-10",606,"0.7668"
"2018-10-10",608,"7.8347"
"2018-10-11",600,"1"
"2018-10-11",601,"0.8696"
"2018-10-11",602,"66.2461"
"2018-10-11",604,"0.9923"
"2018-10-11",605,"113.2435"
"2018-10-11",606,"0.7604"
"2018-10-11",608,"7.837"
"2018-10-12",600,"1"
"2018-10-12",601,"0.8639"
"2018-10-12",602,"66.4542"
"2018-10-12",604,"0.9875"
"2018-10-12",605,"112.311"
"2018-10-12",606,"0.7559"
"2018-10-12",608,"7.8378"
"2018-10-13",600,"1"
"2018-10-13",601,"0.864"
"2018-10-13",602,"65.9235"
"2018-10-13",604,"0.991"
"2018-10-13",605,"112.3121"
"2018-10-13",606,"0.7572"
"2018-10-13",608,"7.8362"
"2018-10-14",600,"1"
"2018-10-14",601,"0.864"
"2018-10-14",602,"65.9235"
"2018-10-14",604,"0.991"
"2018-10-14",605,"112.3121"
"2018-10-14",606,"0.7572"
"2018-10-14",608,"7.8362"
"2018-10-15",600,"1"
"2018-10-15",601,"0.864"
"2018-10-15",602,"65.9235"
"2018-10-15",604,"0.991"
"2018-10-15",605,"112.3121"
"2018-10-15",606,"0.7572"
"2018-10-15",608,"7.8362"
"2018-10-16",600,"1"
"2018-10-16",601,"0.8635"
"2018-10-16",602,"65.5591"
"2018-10-16",604,"0.9868"
"2018-10-16",605,"111.847"
"2018-10-16",606,"0.7603"
"2018-10-16",608,"7.8376"
"2018-10-17",600,"1"
"2018-10-17",601,"0.863"
"2018-10-17",602,"65.4284"
"2018-10-17",604,"0.9877"
"2018-10-17",605,"112.1257"
"2018-10-17",606,"0.756"
"2018-10-17",608,"7.8369"
"2018-10-18",600,"1"
"2018-10-18",601,"0.8673"
"2018-10-18",602,"65.612"
"2018-10-18",604,"0.9933"
"2018-10-18",605,"112.255"
"2018-10-18",606,"0.7627"
"2018-10-18",608,"7.8381"
"2018-10-19",600,"1"
"2018-10-19",601,"0.8692"
"2018-10-19",602,"65.628"
"2018-10-19",604,"0.9953"
"2018-10-19",605,"112.5076"
"2018-10-19",606,"0.7635"
"2018-10-19",608,"7.8394"
"2018-10-20",600,"1"
"2018-10-20",601,"0.8718"
"2018-10-20",602,"65.5988"
"2018-10-20",604,"0.9957"
"2018-10-20",605,"112.5109"
"2018-10-20",606,"0.7674"
"2018-10-20",608,"7.8391"
"2018-10-21",600,"1"
"2018-10-21",601,"0.8718"
"2018-10-21",602,"65.5988"
"2018-10-21",604,"0.9957"
"2018-10-21",605,"112.5109"
"2018-10-21",606,"0.7674"
"2018-10-21",608,"7.8391"
"2018-10-22",600,"1"
"2018-10-22",601,"0.8718"
"2018-10-22",602,"65.5988"
"2018-10-22",604,"0.9957"
"2018-10-22",605,"112.5109"
"2018-10-22",606,"0.7674"
"2018-10-22",608,"7.8391"
"2018-10-23",600,"1"
"2018-10-23",601,"0.87"
"2018-10-23",602,"65.2886"
"2018-10-23",604,"0.9967"
"2018-10-23",605,"112.7806"
"2018-10-23",606,"0.7693"
"2018-10-23",608,"7.8395"
"2018-10-24",600,"1"
"2018-10-24",601,"0.8712"
"2018-10-24",602,"65.3686"
"2018-10-24",604,"0.9953"
"2018-10-24",605,"112.1798"
"2018-10-24",606,"0.7676"
"2018-10-24",608,"7.8402"
"2018-12-10",600,"1"
"2018-12-10",601,"0.8753"
"2018-12-10",602,"66.4319"
"2018-12-10",604,"0.9886"
"2018-12-10",605,"112.7265"
"2018-12-10",606,"0.7899"
"2018-12-10",608,"7.8147"
"2018-12-20",600,"1"
"2018-12-20",601,"0.8733"
"2018-12-20",602,"67.6752"
"2018-12-20",604,"0.9895"
"2018-12-20",605,"111.7282"
"2018-12-20",606,"0.7889"
"2018-12-20",608,"7.8271"
